trade_freq,volatility,order_cancel_rate,latency
0.3814060029260694,0.010676816987180777,0.07590228832842424,0.0039243776196149415
0.47703958787696854,0.01687772093628526,0.1435312060567109,0.004630126219524591
0.1932241990251655,0.013670988778683177,0.06524826240879107,0.003724379864405679
0.33442758323145005,0.01258086886686028,0.09917300425458885,0.001569863000378542
0.4633354072049931,0.01824648739695658,0.1325053223071977,0.0011732812893240942
0.14825266593926642,0.01824097707558682,0.08007668029437652,0.0010947304779858316
0.10277617989999661,0.010011622880595997,0.13605325284282022,0.0024869597894489255
0.4119675067166101,0.016748882073049826,0.1332083193196103,0.003984550877014837
0.27508058276028335,0.01988165949685161,0.0889261030171069,0.002859840594281102
0.32991618712671633,0.018940062915034875,0.06208120308997535,0.0014340519732060134
0.2330895969162189,0.016225994849507076,0.06811814689222652,0.0015780306666488856
0.18786665508983225,0.01976147926383232,0.09067620694792433,0.0047633953967040656
0.1182763819793586,0.01405987748078644,0.14001733442880798,0.002280454811331458
0.180162920600738,0.013413924304791122,0.0880115526484123,0.004960429446600019
0.12481375445031868,0.01444586371285102,0.07368613977702301,0.002252119153015919
0.35952326322057715,0.016016119041501426,0.11740655344069015,0.004890009229863241
0.12906150744249195,0.018940285360625964,0.12553210624977557,0.003101246516150694
0.21588682639909382,0.01750266350977779,0.09052826582153409,0.0049930155363645925
0.10861811167257307,0.014664868591944751,0.1387893017340709,0.0035919107871784997
0.38362536361788424,0.018348396345684893,0.12207011645426402,0.0039064040012349605
0.4137729535315732,0.017763019786887147,0.13651588887665003,0.003768437803461531
0.38362221324832946,0.011613929631570067,0.09002888734330151,0.0011308933284479292
0.1692668167726056,0.01668681818342615,0.11985151232626597,0.0016151273264405695
0.31647303437972063,0.013555815313819799,0.136307913364689,0.004102187589809632
0.2613873573926826,0.016596507736808052,0.10543931255375548,0.0033103678357125684
0.4682720990098963,0.010604459674978885,0.09357428288097083,0.0012012015906353827
0.3912297108331727,0.01853386011825059,0.14613967998066224,0.00213690517988023
0.24474196130098844,0.012807200058476718,0.14670174883043238,0.0038089845265431473
0.43166427052559875,0.018314180560869628,0.05984707967326637,0.004745300342499247
0.2563638882686655,0.01970785214961239,0.1470276839362852,0.0018450267943798018
0.41284984136508696,0.015073445379500883,0.07607210112109306,0.0028819846498861984
0.12521752787866935,0.01678648306250239,0.13863843803384363,0.001213390854465155
0.17079260531126508,0.013990853397201335,0.14818516837831808,0.004416350288448105
0.4525281734963901,0.012810496652610406,0.06975424080715126,0.0036554459909252665
0.33580932974660715,0.015278842384919788,0.11874726747355335,0.0010171680832562068
0.4072125018912327,0.01578240674893837,0.07946191441406082,0.0013533936170553465
0.22728382757661764,0.013112790274167316,0.08694072349541992,0.003959087405683384
0.3544185082034069,0.018816241055459718,0.07813251352754395,0.001858419416761179
0.35750319862762436,0.012077851711007262,0.1395394519518089,0.004382461734297127
0.12936819114138276,0.019488203012086043,0.10426012974966739,0.00352003636909714
0.28839601716685614,0.01945080704359703,0.08457392126911249,0.0011249396442995466
0.4773916809097243,0.013855174422961762,0.08898261913242286,0.0024312980744451273
0.3456190381863127,0.018035769399948456,0.0639679701057738,0.003681326461865175
0.3436138246572519,0.017635167407930825,0.10160228949382674,0.0020979262698868663
0.1474588283251117,0.010570485924366532,0.11067215378281992,0.0028698128087826505
0.25291882298281126,0.015290620388973905,0.07372182922264137,0.0015588666296018957
0.19735883440970406,0.016010138154556732,0.07301972671665043,0.004399500524531776
0.3202835430609018,0.012682237433403003,0.12638354490629555,0.0016093901816462317
0.3360596670412577,0.01550499522512595,0.1094503874128149,0.003086366961024596
0.47369695545537305,0.014491384381087775,0.1081944947753124,0.001151189998080187
0.19140610543057923,0.01998401312179513,0.09326996101045229,0.002205621830498881
0.38663441095219675,0.012544360851193452,0.08952320040348219,0.0036654476681000736
0.15499412644730137,0.014592505823061958,0.06764663694303995,0.004577059249957474
0.10284932527582398,0.012791654924695233,0.07407512506351385,0.0025886592317338804
0.2978476200862109,0.012666479748527814,0.11686430564693902,0.0024122767192961206
0.4492816141817476,0.015583143492557178,0.08756893247358062,0.004527827189752715
0.26614003719897494,0.01717813908136748,0.08034556260047267,0.0022561687999249447
0.27089217456773085,0.019568909578912146,0.1130080885389753,0.004188637556145933
0.17952618343229756,0.012231536681790528,0.11554933908700905,0.0029141084379347105
0.15809270722402316,0.014311858765235944,0.1352060929022053,0.0011009084336044727
0.1678384972883064,0.014397153906455861,0.061443866046318844,0.001670383190174535
0.3503462163764949,0.017031386543669147,0.0757571381473339,0.00323209263241108
0.4766383388138966,0.01427329531928476,0.13143952564533218,0.00277484234487964
0.3626441205886868,0.013116252329503043,0.07229052780218095,0.0037814268148567277
0.18900762735774312,0.01926043498922607,0.13512159476207403,0.004618656297680605
0.21929064813407062,0.01673981335498596,0.11805512931291307,0.004710842150813482
0.27290304656322273,0.01037192628232691,0.1240589038138292,0.004718801309074917
0.2429834968578394,0.018066915603291434,0.11395656303691758,0.004441234539216889
0.35397572792285736,0.013679497617269174,0.11115059020416523,0.0017717058356548675
0.4703424598027288,0.019618768345264086,0.13733475932341227,0.002023252394342029
0.3969651645345068,0.018526137779014115,0.0993450639126163,0.0037588758432800526
0.1143152007168049,0.015487744024974702,0.12947937605590937,0.001683804055875192
0.229996010956903,0.019881735364804223,0.05303123862337744,0.003359899326475214
0.11354325071055929,0.012525667981543528,0.05016018617717351,0.0015019654277016576
0.2780937440561358,0.010977279811185202,0.13145907088413267,0.003739408018099672
0.16474290874910869,0.013038262637410628,0.08280954350767603,0.0036213491177214813
0.38057765729237025,0.018023500916752193,0.07227729806135053,0.001412543413118598
0.1257713144470765,0.012576777047983278,0.1394683455503657,0.002786252849365413
0.46208744178853,0.017064674453020567,0.06103213529748119,0.004444871019320241
0.31451407569265444,0.011142458661371311,0.13363916787285132,0.0010236620304259194
0.3753926803851484,0.015333547494950167,0.1220186474472677,0.002507588873223286
0.1862154569582799,0.010284869086068247,0.08136405236156677,0.003856059442880928
0.11387125653080316,0.015028083495418553,0.1465594374144384,0.004146823752939717
0.4722679060407341,0.016279723664220112,0.061853954984726484,0.004700692220907497
0.30793913530377176,0.015758524710045275,0.05643755931447119,0.0018522632784453066
0.3342793897494019,0.012995960941496236,0.12536647826525987,0.0029744058751025875
0.1492082308351359,0.0148378359649327,0.11992200866834762,0.004860872265826128
0.21632889614541148,0.018463795484776547,0.101849493325372,0.0014478414591787177
0.13097657830273338,0.019070932442918055,0.09376395587596979,0.003986311642093462
0.2456977515657922,0.014162079303800788,0.05514629556095766,0.0029812672178451327
0.14192408839577736,0.01856579425301791,0.1243386910662246,0.0016954386664065413
0.47586929566727865,0.011960330672998041,0.06476453947766865,0.001991390943074923
0.11057589943282907,0.012070170549378922,0.07506378664530461,0.0037381532994023195
0.2281297046842036,0.011161723504333839,0.08322617653048768,0.004924242818753228
0.2917864915497888,0.01155371269299517,0.11422568866872303,0.004061132731816903
0.22669416080717697,0.013799332486193673,0.12765622949618427,0.0036049003032088017
0.28312368211278605,0.016844671903473742,0.0995240069374174,0.0013028048376054664
0.4592146646441394,0.016838796726183915,0.058612783281019015,0.004003119354307007
0.3751635258767735,0.018537890104884824,0.08598574193649292,0.0014273040677796676
0.12034298975799436,0.013044007229561248,0.07584078950207128,0.003804770991765671
0.45833620560672883,0.019791862757774933,0.09066940670571523,0.004735963214023491
0.33326343002212977,0.011951843140841106,0.11118904431924542,0.003637085977453528
0.33922033595449097,0.01788474435502781,0.1020143699340397,0.002922244427673083
0.33765531397093407,0.018297092412698526,0.06711842401499697,0.003763582530155953
0.4976157983666126,0.012384795960424364,0.10400974006593332,0.003359000174603447
0.3215381801667606,0.015373298650773082,0.11745448420090605,0.00221019472615352
0.32233025799334586,0.012345706038499348,0.1407946551610983,0.0022014882743493103
0.3217497351368467,0.01547699584180242,0.06002142260165952,0.004151776000836864
0.3519767854690511,0.010201179317561013,0.11011639922383415,0.00237062623428016
0.3627061699522335,0.011612603370362616,0.09749921551223897,0.002478158088645064
0.2792668932565464,0.013749368732586297,0.06538374879944409,0.0014176289180965864
0.43760970327305304,0.01852765849670748,0.08230686989528493,0.0038864738649402176
0.14039038046647523,0.012432656060457552,0.11665413525014849,0.004583666625934919
0.31804536137809725,0.017589116065106623,0.10846730246945677,0.00491767775810338
0.23947431240255554,0.016341678146632815,0.1345359402572132,0.00435077050349252
0.49533640362512577,0.019560495699759116,0.06593042297981155,0.003824938613007382
0.13920794169009965,0.012746122250164816,0.13441929842123726,0.0027571502897669182
0.17210339026008953,0.011740903953932841,0.07203753213214663,0.0033768045557361335
0.4658296626651047,0.012295048586844751,0.08385797491686423,0.00372629812778664
0.18730601207284253,0.012981653010626292,0.09084179980801103,0.004557583783698252
0.456978816667716,0.01996353577544377,0.0531684155151714,0.004541019960104619
0.20034803391034073,0.016131961572951686,0.09678344813660256,0.0043842944205503016
0.450031994089075,0.018143744133557915,0.08190839704382002,0.002325753392081376
0.24201265468816724,0.01793247162768577,0.10664463231927945,0.0018773223381229412
0.226415156802309,0.012461802286020923,0.08138172386919372,0.0015276824080194956
0.4816856817385087,0.011505838105072287,0.13953045958436094,0.004299289022908488
0.3193544993542218,0.015438120471001137,0.0806528252899596,0.002613726673598415
0.11053004414253992,0.01969370142895914,0.09194561494750167,0.002611719108531185
0.21917539760104782,0.01663996582418034,0.08252738461559439,0.004814705358025703
0.31024896380216704,0.01759225621588105,0.07115777305819748,0.001161755503150698
0.2792494695028863,0.01956843677519597,0.092298103477358,0.0021519953498069103
0.463766411158829,0.011257316503927374,0.11764950654731623,0.002078405398820687
